date,product,units_sold,unit_price,cogs_per_unit,fulfilment_cost_per_unit,marketing_spend,returns_rate,revenue,cogs,returns_cost,fulfilment_cost,gross_profit,net_profit,month
2024-02-26,Product B,89,40,23,4,322.04,0.034,3560,2047,121.04,356,1513,713.9200000000001,2024-02
2024-02-26,Product C,57,60,32,5,190.57,0.02,3420,1824,68.4,285,1596,1052.03,2024-02
2024-02-26,Product D,32,90,48,7,221.94,0.016,2880,1536,46.08,224,1344,851.98,2024-02
2024-02-27,Product A,137,25,13,3,302.65,0.087,3425,1781,297.97499999999997,411,1644,632.3750000000001,2024-02
2024-02-27,Product B,107,40,23,4,284.67,0.057,4280,2461,243.96,428,1819,862.3699999999999,2024-02
2024-02-27,Product C,45,60,32,5,257.17,0.026,2700,1440,70.2,225,1260,707.6299999999999,2024-02
2024-02-27,Product D,35,90,48,7,271.22,0.012,3150,1680,37.800000000000004,245,1470,915.98,2024-02
2024-02-28,Product A,154,25,13,3,309.42,0.078,3850,2002,300.3,462,1848,776.28,2024-02
2024-02-28,Product B,90,40,23,4,305.56,0.057,3600,2070,205.20000000000002,360,1530,659.24,2024-02
2024-02-28,Product C,46,60,32,5,251.71,0.017,2760,1472,46.92,230,1288,759.37,2024-02
2024-02-28,Product D,33,90,48,7,289.04,0.022,2970,1584,65.33999999999999,231,1386,800.6200000000001,2024-02
2024-02-29,Product A,129,25,13,3,322.28,0.084,3225,1677,270.90000000000003,387,1548,567.8199999999999,2024-02
2024-02-29,Product B,93,40,23,4,246.6,0.044,3720,2139,163.67999999999998,372,1581,798.7199999999999,2024-02
2024-02-29,Product C,50,60,32,5,312.9,0.034,3000,1600,102.00000000000001,250,1400,735.1,2024-02
2024-02-29,Product D,38,90,48,7,169.44,0.023,3420,1824,78.66,266,1596,1081.8999999999999,2024-02
2024-03-01,Product A,136,25,13,3,450.96,0.051,3400,1768,173.39999999999998,408,1632,599.6399999999999,2024-03
2024-03-01,Product B,76,40,23,4,210.47,0.056,3040,1748,170.24,304,1292,607.29,2024-03
2024-03-01,Product C,46,60,32,5,269.79,0.017,2760,1472,46.92,230,1288,741.29,2024-03
2024-03-01,Product D,31,90,48,7,232.22,0.019,2790,1488,53.01,217,1302,799.77,2024-03
2024-03-02,Product A,129,25,13,3,370.87,0.075,3225,1677,241.875,387,1548,548.255,2024-03
2024-03-02,Product B,96,40,23,4,318.01,0.056,3840,2208,215.04,384,1632,714.95,2024-03
2024-03-02,Product C,46,60,32,5,289.47,0.028,2760,1472,77.28,230,1288,691.25,2024-03
2024-03-02,Product D,32,90,48,7,200.06,0.01,2880,1536,28.8,224,1344,891.1400000000001,2024-03
2024-03-03,Product A,142,25,13,3,310.73,0.064,3550,1846,227.20000000000002,426,1704,740.0699999999999,2024-03
2024-03-03,Product B,83,40,23,4,330.91,0.058,3320,1909,192.56,332,1411,555.53,2024-03
2024-03-03,Product C,61,60,32,5,240.12,0.029,3660,1952,106.14,305,1708,1056.7399999999998,2024-03
2024-03-03,Product D,30,90,48,7,217.77,0.011,2700,1440,29.7,210,1260,802.53,2024-03
2024-03-04,Product A,133,25,13,3,295.12,0.055,3325,1729,182.875,399,1596,719.005,2024-03
2024-03-04,Product B,107,40,23,4,325.09,0.039,4280,2461,166.92,428,1819,898.99,2024-03
2024-03-04,Product C,56,60,32,5,281.43,0.032,3360,1792,107.52,280,1568,899.05,2024-03
2024-03-04,Product D,32,90,48,7,192.61,0.014,2880,1536,40.32,224,1344,887.07,2024-03
2024-03-05,Product A,140,25,13,3,299.32,0.066,3500,1820,231.0,420,1680,729.6800000000001,2024-03
2024-03-05,Product B,102,40,23,4,249.76,0.058,4080,2346,236.64000000000001,408,1734,839.5999999999999,2024-03
2024-03-05,Product C,51,60,32,5,222.24,0.016,3060,1632,48.96,255,1428,901.8,2024-03
2024-03-05,Product D,31,90,48,7,202.33,0.014,2790,1488,39.06,217,1302,843.61,2024-03
2024-03-06,Product A,128,25,13,3,459.93,0.064,3200,1664,204.8,384,1536,487.27000000000004,2024-03
2024-03-06,Product B,90,40,23,4,286.44,0.043,3600,2070,154.79999999999998,360,1530,728.76,2024-03
2024-03-06,Product C,51,60,32,5,243.16,0.027,3060,1632,82.62,255,1428,847.2200000000001,2024-03
2024-03-06,Product D,33,90,48,7,142.09,0.012,2970,1584,35.64,231,1386,977.2699999999999,2024-03
2024-03-07,Product A,134,25,13,3,320.6,0.059,3350,1742,197.64999999999998,402,1608,687.75,2024-03
2024-03-07,Product B,107,40,23,4,269.41,0.046,4280,2461,196.88,428,1819,924.7099999999998,2024-03
2024-03-07,Product C,54,60,32,5,219.2,0.017,3240,1728,55.080000000000005,270,1512,967.72,2024-03
2024-03-07,Product D,36,90,48,7,200.17,0.024,3240,1728,77.76,252,1512,982.07,2024-03
2024-03-08,Product A,121,25,13,3,234.11,0.054,3025,1573,163.35,363,1452,691.54,2024-03
2024-03-08,Product B,96,40,23,4,282.58,0.053,3840,2208,203.51999999999998,384,1632,761.9000000000001,2024-03
2024-03-08,Product C,56,60,32,5,325.4,0.028,3360,1792,94.08,280,1568,868.5200000000001,2024-03
2024-03-08,Product D,35,90,48,7,286.53,0.019,3150,1680,59.85,245,1470,878.6200000000001,2024-03
2024-03-09,Product A,118,25,13,3,320.7,0.085,2950,1534,250.75000000000003,354,1416,490.55,2024-03
2024-03-09,Product B,89,40,23,4,254.12,0.042,3560,2047,149.52,356,1513,753.36,2024-03
2024-03-09,Product C,52,60,32,5,252.49,0.024,3120,1664,74.88,260,1456,868.6299999999999,2024-03
2024-03-09,Product D,34,90,48,7,240.81,0.023,3060,1632,70.38,238,1428,878.81,2024-03
2024-03-10,Product A,146,25,13,3,326.41,0.08,3650,1898,292.0,438,1752,695.5899999999999,2024-03
2024-03-10,Product B,106,40,23,4,385.05,0.038,4240,2438,161.12,424,1802,831.8300000000002,2024-03
2024-03-10,Product C,46,60,32,5,289.03,0.022,2760,1472,60.72,230,1288,708.25,2024-03
2024-03-10,Product D,33,90,48,7,231.89,0.021,2970,1584,62.370000000000005,231,1386,860.7400000000001,2024-03
2024-03-11,Product A,166,25,13,3,358.69,0.079,4150,2158,327.85,498,1992,807.46,2024-03
2024-03-11,Product B,92,40,23,4,295.94,0.034,3680,2116,125.12,368,1564,774.94,2024-03
2024-03-11,Product C,53,60,32,5,294.4,0.023,3180,1696,73.14,265,1484,851.4599999999999,2024-03
2024-03-11,Product D,31,90,48,7,182.31,0.024,2790,1488,66.96000000000001,217,1302,835.73,2024-03
2024-03-12,Product A,119,25,13,3,435.46,0.077,2975,1547,229.075,357,1428,406.465,2024-03
2024-03-12,Product B,78,40,23,4,270.16,0.047,3120,1794,146.64,312,1326,597.2,2024-03
2024-03-12,Product C,59,60,32,5,229.73,0.023,3540,1888,81.42,295,1652,1045.85,2024-03
2024-03-12,Product D,30,90,48,7,198.25,0.024,2700,1440,64.8,210,1260,786.95,2024-03
2024-03-13,Product A,148,25,13,3,385.15,0.077,3700,1924,284.9,444,1776,661.9499999999999,2024-03
2024-03-13,Product B,91,40,23,4,289.85,0.052,3640,2093,189.28,364,1547,703.87,2024-03
2024-03-13,Product C,53,60,32,5,217.18,0.029,3180,1696,92.22,265,1484,909.5999999999999,2024-03
2024-03-13,Product D,37,90,48,7,230.14,0.016,3330,1776,53.28,259,1554,1011.58,2024-03
2024-03-14,Product A,151,25,13,3,308.25,0.077,3775,1963,290.675,453,1812,760.075,2024-03
2024-03-14,Product B,100,40,23,4,253.44,0.032,4000,2300,128.0,400,1700,918.56,2024-03
2024-03-14,Product C,48,60,32,5,307.85,0.018,2880,1536,51.839999999999996,240,1344,744.3100000000001,2024-03
2024-03-14,Product D,33,90,48,7,193.09,0.021,2970,1584,62.370000000000005,231,1386,899.5400000000001,2024-03
2024-03-15,Product A,131,25,13,3,466.84,0.073,3275,1703,239.075,393,1572,473.085,2024-03
2024-03-15,Product B,93,40,23,4,270.83,0.04,3720,2139,148.8,372,1581,789.3700000000001,2024-03
2024-03-15,Product C,53,60,32,5,215.31,0.03,3180,1696,95.39999999999999,265,1484,908.29,2024-03
2024-03-15,Product D,35,90,48,7,175.18,0.021,3150,1680,66.15,245,1470,983.6699999999998,2024-03
2024-03-16,Product A,128,25,13,3,319.08,0.051,3200,1664,163.2,384,1536,669.72,2024-03
2024-03-16,Product B,104,40,23,4,254.89,0.032,4160,2392,133.12,416,1768,963.9900000000001,2024-03
2024-03-16,Product C,50,60,32,5,301.75,0.026,3000,1600,78.0,250,1400,770.25,2024-03
2024-03-16,Product D,32,90,48,7,195.21,0.022,2880,1536,63.36,224,1344,861.4300000000001,2024-03
2024-03-17,Product A,152,25,13,3,422.78,0.084,3800,1976,319.20000000000005,456,1824,626.02,2024-03
2024-03-17,Product B,88,40,23,4,307.5,0.044,3520,2024,154.88,352,1496,681.62,2024-03
2024-03-17,Product C,54,60,32,5,279.78,0.025,3240,1728,81.0,270,1512,881.22,2024-03
2024-03-17,Product D,34,90,48,7,207.22,0.022,3060,1632,67.32,238,1428,915.46,2024-03
2024-03-18,Product A,128,25,13,3,379.51,0.06,3200,1664,192.0,384,1536,580.49,2024-03
2024-03-18,Product B,101,40,23,4,265.8,0.043,4040,2323,173.72,404,1717,873.48,2024-03
2024-03-18,Product C,48,60,32,5,171.67,0.025,2880,1536,72.0,240,1344,860.33,2024-03
2024-03-18,Product D,41,90,48,7,208.73,0.019,3690,1968,70.11,287,1722,1156.16,2024-03
2024-03-19,Product A,139,25,13,3,279.89,0.088,3475,1807,305.79999999999995,417,1668,665.3100000000001,2024-03
2024-03-19,Product B,91,40,23,4,346.93,0.06,3640,2093,218.4,364,1547,617.6700000000001,2024-03
2024-03-19,Product C,57,60,32,5,282.2,0.03,3420,1824,102.6,285,1596,926.2,2024-03
2024-03-19,Product D,32,90,48,7,187.86,0.01,2880,1536,28.8,224,1344,903.34,2024-03
2024-03-20,Product A,143,25,13,3,431.66,0.07,3575,1859,250.25000000000003,429,1716,605.0899999999999,2024-03
2024-03-20,Product B,82,40,23,4,275.83,0.051,3280,1886,167.28,328,1394,622.8900000000001,2024-03
2024-03-20,Product C,44,60,32,5,246.98,0.024,2640,1408,63.36,220,1232,701.66,2024-03
2024-03-20,Product D,29,90,48,7,153.09,0.018,2610,1392,46.98,203,1218,814.93,2024-03
2024-03-21,Product A,133,25,13,3,360.96,0.069,3325,1729,229.425,399,1596,606.615,2024-03
2024-03-21,Product B,86,40,23,4,315.79,0.033,3440,1978,113.52000000000001,344,1462,688.69,2024-03
2024-03-21,Product C,57,60,32,5,188.12,0.027,3420,1824,92.34,285,1596,1030.54,2024-03
2024-03-21,Product D,37,90,48,7,293.49,0.017,3330,1776,56.61000000000001,259,1554,944.9000000000001,2024-03
2024-03-22,Product A,165,25,13,3,357.52,0.079,4125,2145,325.875,495,1980,801.605,2024-03
2024-03-22,Product B,108,40,23,4,411.62,0.044,4320,2484,190.07999999999998,432,1836,802.3000000000001,2024-03
2024-03-22,Product C,50,60,32,5,321.53,0.024,3000,1600,72.0,250,1400,756.47,2024-03
2024-03-22,Product D,31,90,48,7,199.58,0.013,2790,1488,36.269999999999996,217,1302,849.15,2024-03
2024-03-23,Product A,115,25,13,3,318.79,0.081,2875,1495,232.875,345,1380,483.335,2024-03
2024-03-23,Product B,88,40,23,4,242.25,0.032,3520,2024,112.64,352,1496,789.1099999999999,2024-03
2024-03-23,Product C,37,60,32,5,223.01,0.017,2220,1184,37.74,185,1036,590.25,2024-03
2024-03-23,Product D,35,90,48,7,296.21,0.021,3150,1680,66.15,245,1470,862.6399999999999,2024-03
2024-03-24,Product A,145,25,13,3,300.02,0.063,3625,1885,228.375,435,1740,776.605,2024-03
2024-03-24,Product B,89,40,23,4,328.83,0.036,3560,2047,128.16,356,1513,700.01,2024-03
2024-03-24,Product C,57,60,32,5,266.22,0.017,3420,1824,58.14000000000001,285,1596,986.6399999999999,2024-03
2024-03-24,Product D,37,90,48,7,232.67,0.013,3330,1776,43.29,259,1554,1019.0400000000001,2024-03
2024-03-25,Product A,121,25,13,3,449.11,0.065,3025,1573,196.625,363,1452,443.265,2024-03
2024-03-25,Product B,96,40,23,4,159.08,0.052,3840,2208,199.67999999999998,384,1632,889.2399999999999,2024-03
2024-03-25,Product C,56,60,32,5,187.97,0.032,3360,1792,107.52,280,1568,992.51,2024-03
2024-03-25,Product D,41,90,48,7,264.85,0.02,3690,1968,73.8,287,1722,1096.35,2024-03
2024-03-26,Product A,125,25,13,3,299.95,0.074,3125,1625,231.25,375,1500,593.8,2024-03
2024-03-26,Product B,101,40,23,4,179.06,0.06,4040,2323,242.39999999999998,404,1717,891.54,2024-03
2024-03-26,Product C,57,60,32,5,199.8,0.027,3420,1824,92.34,285,1596,1018.8600000000001,2024-03
2024-03-26,Product D,36,90,48,7,202.94,0.018,3240,1728,58.31999999999999,252,1512,998.74,2024-03
2024-03-27,Product A,112,25,13,3,301.08,0.064,2800,1456,179.20000000000002,336,1344,527.72,2024-03
2024-03-27,Product B,89,40,23,4,275.49,0.044,3560,2047,156.64,356,1513,724.87,2024-03
2024-03-27,Product C,53,60,32,5,261.03,0.035,3180,1696,111.30000000000001,265,1484,846.6700000000001,2024-03
2024-03-27,Product D,34,90,48,7,226.34,0.014,3060,1632,42.84,238,1428,920.82,2024-03
2024-03-28,Product A,137,25,13,3,394.57,0.052,3425,1781,178.1,411,1644,660.3300000000002,2024-03
2024-03-28,Product B,90,40,23,4,334.18,0.05,3600,2070,180.0,360,1530,655.8199999999999,2024-03
2024-03-28,Product C,44,60,32,5,272.95,0.027,2640,1408,71.28,220,1232,667.77,2024-03
2024-03-28,Product D,38,90,48,7,190.55,0.022,3420,1824,75.24,266,1596,1064.21,2024-03
2024-03-29,Product A,123,25,13,3,342.69,0.056,3075,1599,172.20000000000002,369,1476,592.1099999999999,2024-03
2024-03-29,Product B,103,40,23,4,323.66,0.057,4120,2369,234.84,412,1751,780.5,2024-03
2024-03-29,Product C,58,60,32,5,192.0,0.016,3480,1856,55.68,290,1624,1086.32,2024-03
2024-03-29,Product D,33,90,48,7,216.63,0.012,2970,1584,35.64,231,1386,902.7299999999999,2024-03
2024-03-30,Product A,136,25,13,3,336.4,0.078,3400,1768,265.2,408,1632,622.4,2024-03
2024-03-30,Product B,109,40,23,4,349.23,0.057,4360,2507,248.52,436,1853,819.25,2024-03
2024-03-30,Product C,53,60,32,5,274.14,0.035,3180,1696,111.30000000000001,265,1484,833.5600000000001,2024-03
2024-03-30,Product D,38,90,48,7,201.46,0.016,3420,1824,54.72,266,1596,1073.82,2024-03
2024-03-31,Product A,147,25,13,3,252.71,0.054,3675,1911,198.45,441,1764,871.8399999999999,2024-03
2024-03-31,Product B,91,40,23,4,313.31,0.042,3640,2093,152.88,364,1547,716.81,2024-03
2024-03-31,Product C,55,60,32,5,226.99,0.021,3300,1760,69.30000000000001,275,1540,968.71,2024-03
2024-03-31,Product D,29,90,48,7,184.62,0.017,2610,1392,44.370000000000005,203,1218,786.01,2024-03
2024-04-01,Product A,140,25,13,3,332.95,0.069,3500,1820,241.50000000000003,420,1680,685.55,2024-04
2024-04-01,Product B,97,40,23,4,397.09,0.06,3880,2231,232.79999999999998,388,1649,631.1100000000001,2024-04
2024-04-01,Product C,51,60,32,5,208.94,0.023,3060,1632,70.38,255,1428,893.6799999999998,2024-04
2024-04-01,Product D,40,90,48,7,193.59,0.017,3600,1920,61.2,280,1680,1145.21,2024-04
2024-04-02,Product A,133,25,13,3,366.94,0.052,3325,1729,172.9,399,1596,657.1599999999999,2024-04
2024-04-02,Product B,96,40,23,4,332.26,0.054,3840,2208,207.35999999999999,384,1632,708.3800000000001,2024-04
2024-04-02,Product C,48,60,32,5,281.43,0.026,2880,1536,74.88,240,1344,747.6899999999998,2024-04
2024-04-02,Product D,34,90,48,7,256.27,0.021,3060,1632,64.26,238,1428,869.47,2024-04
2024-04-03,Product A,143,25,13,3,364.43,0.084,3575,1859,300.3,429,1716,622.27,2024-04
2024-04-03,Product B,107,40,23,4,298.37,0.032,4280,2461,136.96,428,1819,955.67,2024-04
2024-04-03,Product C,58,60,32,5,240.59,0.018,3480,1856,62.63999999999999,290,1624,1030.77,2024-04
2024-04-03,Product D,39,90,48,7,213.05,0.013,3510,1872,45.629999999999995,273,1638,1106.32,2024-04
2024-04-04,Product A,129,25,13,3,337.37,0.058,3225,1677,187.05,387,1548,636.58,2024-04
2024-04-04,Product B,87,40,23,4,337.02,0.042,3480,2001,146.16,348,1479,647.82,2024-04
2024-04-04,Product C,48,60,32,5,206.57,0.023,2880,1536,66.24,240,1344,831.19,2024-04
2024-04-04,Product D,35,90,48,7,227.07,0.023,3150,1680,72.45,245,1470,925.48,2024-04
2024-04-05,Product A,139,25,13,3,405.68,0.064,3475,1807,222.4,417,1668,622.9199999999998,2024-04
2024-04-05,Product B,86,40,23,4,301.9,0.049,3440,1978,168.56,344,1462,647.5400000000001,2024-04
2024-04-05,Product C,55,60,32,5,240.79,0.017,3300,1760,56.1,275,1540,968.1100000000001,2024-04
2024-04-05,Product D,36,90,48,7,208.08,0.019,3240,1728,61.559999999999995,252,1512,990.36,2024-04
2024-04-06,Product A,112,25,13,3,350.88,0.061,2800,1456,170.79999999999998,336,1344,486.32000000000005,2024-04
2024-04-06,Product B,79,40,23,4,359.06,0.039,3160,1817,123.24,316,1343,544.7,2024-04
2024-04-06,Product C,59,60,32,5,199.32,0.021,3540,1888,74.34,295,1652,1083.3400000000001,2024-04
2024-04-06,Product D,40,90,48,7,201.09,0.013,3600,1920,46.8,280,1680,1152.1100000000001,2024-04
2024-04-07,Product A,137,25,13,3,320.74,0.082,3425,1781,280.85,411,1644,631.41,2024-04
2024-04-07,Product B,98,40,23,4,313.33,0.041,3920,2254,160.72,392,1666,799.95,2024-04
2024-04-07,Product C,54,60,32,5,290.99,0.029,3240,1728,93.96000000000001,270,1512,857.05,2024-04
2024-04-07,Product D,39,90,48,7,185.69,0.015,3510,1872,52.65,273,1638,1126.6599999999999,2024-04
2024-04-08,Product A,159,25,13,3,325.48,0.07,3975,2067,278.25,477,1908,827.27,2024-04
2024-04-08,Product B,103,40,23,4,319.54,0.045,4120,2369,185.4,412,1751,834.06,2024-04
2024-04-08,Product C,48,60,32,5,184.32,0.033,2880,1536,95.04,240,1344,824.6400000000001,2024-04
2024-04-08,Product D,40,90,48,7,237.73,0.017,3600,1920,61.2,280,1680,1101.07,2024-04
2024-04-09,Product A,137,25,13,3,292.0,0.07,3425,1781,239.75000000000003,411,1644,701.25,2024-04
2024-04-09,Product B,103,40,23,4,190.94,0.042,4120,2369,173.04000000000002,412,1751,975.02,2024-04
2024-04-09,Product C,60,60,32,5,290.31,0.03,3600,1920,108.0,300,1680,981.69,2024-04
2024-04-09,Product D,37,90,48,7,217.33,0.021,3330,1776,69.93,259,1554,1007.7399999999999,2024-04
2024-04-10,Product A,146,25,13,3,450.15,0.083,3650,1898,302.95,438,1752,560.9,2024-04
2024-04-10,Product B,104,40,23,4,296.14,0.031,4160,2392,128.96,416,1768,926.9,2024-04
2024-04-10,Product C,53,60,32,5,243.86,0.025,3180,1696,79.5,265,1484,895.64,2024-04
2024-04-10,Product D,36,90,48,7,254.65,0.02,3240,1728,64.8,252,1512,940.5500000000001,2024-04
2024-04-11,Product A,146,25,13,3,270.51,0.079,3650,1898,288.35,438,1752,755.1400000000001,2024-04
2024-04-11,Product B,100,40,23,4,353.39,0.032,4000,2300,128.0,400,1700,818.61,2024-04
2024-04-11,Product C,58,60,32,5,333.38,0.027,3480,1856,93.96,290,1624,906.66,2024-04
2024-04-11,Product D,39,90,48,7,117.23,0.022,3510,1872,77.22,273,1638,1170.55,2024-04
2024-04-12,Product A,145,25,13,3,292.46,0.079,3625,1885,286.375,435,1740,726.165,2024-04
2024-04-12,Product B,85,40,23,4,344.34,0.04,3400,1955,136.0,340,1445,624.6600000000001,2024-04
2024-04-12,Product C,43,60,32,5,303.52,0.033,2580,1376,85.14,215,1204,600.34,2024-04
2024-04-12,Product D,34,90,48,7,213.13,0.011,3060,1632,33.66,238,1428,943.2099999999999,2024-04
2024-04-13,Product A,134,25,13,3,235.05,0.078,3350,1742,261.3,402,1608,709.6500000000001,2024-04
2024-04-13,Product B,97,40,23,4,271.93,0.046,3880,2231,178.48,388,1649,810.5899999999999,2024-04
2024-04-13,Product C,60,60,32,5,213.88,0.02,3600,1920,72.0,300,1680,1094.12,2024-04
2024-04-13,Product D,36,90,48,7,272.9,0.016,3240,1728,51.84,252,1512,935.2600000000001,2024-04
2024-04-14,Product A,123,25,13,3,251.27,0.056,3075,1599,172.20000000000002,369,1476,683.53,2024-04
2024-04-14,Product B,96,40,23,4,282.42,0.035,3840,2208,134.4,384,1632,831.1799999999998,2024-04
2024-04-14,Product C,50,60,32,5,238.32,0.028,3000,1600,84.0,250,1400,827.6800000000001,2024-04
2024-04-14,Product D,32,90,48,7,232.56,0.02,2880,1536,57.6,224,1344,829.8400000000001,2024-04
2024-04-15,Product A,150,25,13,3,282.23,0.08,3750,1950,300.0,450,1800,767.77,2024-04
2024-04-15,Product B,88,40,23,4,339.05,0.056,3520,2024,197.12,352,1496,607.8299999999999,2024-04
2024-04-15,Product C,60,60,32,5,231.37,0.035,3600,1920,126.00000000000001,300,1680,1022.63,2024-04
2024-04-15,Product D,37,90,48,7,236.33,0.017,3330,1776,56.61000000000001,259,1554,1002.0600000000001,2024-04
2024-04-16,Product A,142,25,13,3,396.02,0.064,3550,1846,227.20000000000002,426,1704,654.78,2024-04
2024-04-16,Product B,108,40,23,4,284.17,0.048,4320,2484,207.36,432,1836,912.4699999999998,2024-04
2024-04-16,Product C,52,60,32,5,283.46,0.029,3120,1664,90.48,260,1456,822.06,2024-04
2024-04-16,Product D,36,90,48,7,206.45,0.021,3240,1728,68.04,252,1512,985.51,2024-04
2024-04-17,Product A,135,25,13,3,378.23,0.058,3375,1755,195.75,405,1620,641.02,2024-04
2024-04-17,Product B,107,40,23,4,341.75,0.032,4280,2461,136.96,428,1819,912.29,2024-04
2024-04-17,Product C,50,60,32,5,291.04,0.021,3000,1600,63.00000000000001,250,1400,795.96,2024-04
2024-04-17,Product D,37,90,48,7,185.0,0.012,3330,1776,39.96,259,1554,1070.04,2024-04
2024-04-18,Product A,143,25,13,3,403.04,0.066,3575,1859,235.95000000000002,429,1716,648.01,2024-04
2024-04-18,Product B,96,40,23,4,443.7,0.055,3840,2208,211.2,384,1632,593.0999999999999,2024-04
2024-04-18,Product C,52,60,32,5,291.8,0.032,3120,1664,99.84,260,1456,804.3600000000001,2024-04
2024-04-18,Product D,36,90,48,7,217.66,0.02,3240,1728,64.8,252,1512,977.5400000000001,2024-04
2024-04-19,Product A,155,25,13,3,451.15,0.051,3875,2015,197.625,465,1860,746.225,2024-04
2024-04-19,Product B,113,40,23,4,309.57,0.042,4520,2599,189.84,452,1921,969.5900000000001,2024-04
2024-04-19,Product C,53,60,32,5,286.27,0.029,3180,1696,92.22,265,1484,840.51,2024-04
2024-04-19,Product D,38,90,48,7,232.71,0.018,3420,1824,61.559999999999995,266,1596,1035.73,2024-04
2024-04-20,Product A,133,25,13,3,328.72,0.051,3325,1729,169.575,399,1596,698.7049999999999,2024-04
2024-04-20,Product B,96,40,23,4,315.55,0.051,3840,2208,195.83999999999997,384,1632,736.6100000000001,2024-04
2024-04-20,Product C,56,60,32,5,253.95,0.026,3360,1792,87.36,280,1568,946.69,2024-04
2024-04-20,Product D,35,90,48,7,176.98,0.02,3150,1680,63.0,245,1470,985.02,2024-04
2024-04-21,Product A,147,25,13,3,384.43,0.089,3675,1911,327.075,441,1764,611.4949999999999,2024-04
2024-04-21,Product B,93,40,23,4,354.14,0.041,3720,2139,152.52,372,1581,702.34,2024-04
2024-04-21,Product C,50,60,32,5,333.96,0.017,3000,1600,51.00000000000001,250,1400,765.04,2024-04
2024-04-21,Product D,28,90,48,7,215.54,0.018,2520,1344,45.36,196,1176,719.1,2024-04
2024-04-22,Product A,134,25,13,3,349.73,0.084,3350,1742,281.40000000000003,402,1608,574.8699999999999,2024-04
2024-04-22,Product B,104,40,23,4,282.06,0.031,4160,2392,128.96,416,1768,940.98,2024-04
2024-04-22,Product C,52,60,32,5,277.28,0.034,3120,1664,106.08000000000001,260,1456,812.6400000000001,2024-04
2024-04-22,Product D,34,90,48,7,179.16,0.014,3060,1632,42.84,238,1428,968.0000000000001,2024-04
2024-04-23,Product A,149,25,13,3,352.59,0.056,3725,1937,208.6,447,1788,779.8100000000002,2024-04
2024-04-23,Product B,100,40,23,4,319.29,0.032,4000,2300,128.0,400,1700,852.71,2024-04
2024-04-23,Product C,47,60,32,5,230.57,0.034,2820,1504,95.88000000000001,235,1316,754.55,2024-04
2024-04-23,Product D,33,90,48,7,251.53,0.019,2970,1584,56.43,231,1386,847.04,2024-04
2024-04-24,Product A,138,25,13,3,364.2,0.056,3450,1794,193.20000000000002,414,1656,684.5999999999999,2024-04
2024-04-24,Product B,94,40,23,4,327.18,0.052,3760,2162,195.51999999999998,376,1598,699.3,2024-04
2024-04-24,Product C,51,60,32,5,239.47,0.019,3060,1632,58.14,255,1428,875.3899999999999,2024-04
2024-04-24,Product D,31,90,48,7,184.37,0.012,2790,1488,33.480000000000004,217,1302,867.15,2024-04
2024-04-25,Product A,133,25,13,3,433.46,0.073,3325,1729,242.725,399,1596,520.815,2024-04
2024-04-25,Product B,87,40,23,4,258.79,0.037,3480,2001,128.76,348,1479,743.45,2024-04
2024-04-25,Product C,49,60,32,5,226.03,0.025,2940,1568,73.5,245,1372,827.47,2024-04
2024-04-25,Product D,28,90,48,7,274.08,0.023,2520,1344,57.96,196,1176,647.96,2024-04
2024-04-26,Product A,144,25,13,3,190.7,0.057,3600,1872,205.20000000000002,432,1728,900.0999999999999,2024-04
2024-04-26,Product B,101,40,23,4,346.9,0.056,4040,2323,226.24,404,1717,739.86,2024-04
2024-04-26,Product C,53,60,32,5,299.47,0.024,3180,1696,76.32000000000001,265,1484,843.21,2024-04
2024-04-26,Product D,38,90,48,7,188.93,0.015,3420,1824,51.3,266,1596,1089.77,2024-04
2024-04-27,Product A,129,25,13,3,336.94,0.069,3225,1677,222.525,387,1548,601.5350000000001,2024-04
2024-04-27,Product B,89,40,23,4,337.89,0.04,3560,2047,142.4,356,1513,676.71,2024-04
2024-04-27,Product C,47,60,32,5,213.87,0.018,2820,1504,50.76,235,1316,816.37,2024-04
2024-04-27,Product D,32,90,48,7,228.11,0.022,2880,1536,63.36,224,1344,828.5300000000001,2024-04
2024-04-28,Product A,126,25,13,3,376.69,0.052,3150,1638,163.79999999999998,378,1512,593.51,2024-04
2024-04-28,Product B,107,40,23,4,301.74,0.059,4280,2461,252.51999999999998,428,1819,836.74,2024-04
2024-04-28,Product C,55,60,32,5,193.6,0.021,3300,1760,69.30000000000001,275,1540,1002.1,2024-04
2024-04-28,Product D,38,90,48,7,210.84,0.017,3420,1824,58.14000000000001,266,1596,1061.02,2024-04
2024-04-29,Product A,140,25,13,3,279.29,0.06,3500,1820,210.0,420,1680,770.71,2024-04
2024-04-29,Product B,115,40,23,4,523.95,0.042,4600,2645,193.20000000000002,460,1955,777.8499999999999,2024-04
2024-04-29,Product C,62,60,32,5,219.85,0.028,3720,1984,104.16,310,1736,1101.99,2024-04
2024-04-29,Product D,37,90,48,7,272.08,0.015,3330,1776,49.949999999999996,259,1554,972.97,2024-04
2024-04-30,Product A,147,25,13,3,355.35,0.078,3675,1911,286.65,441,1764,680.9999999999999,2024-04
2024-04-30,Product B,102,40,23,4,294.07,0.032,4080,2346,130.56,408,1734,901.3700000000001,2024-04
2024-04-30,Product C,51,60,32,5,278.4,0.033,3060,1632,100.98,255,1428,793.62,2024-04
